forecastdate,state,party,model,win_probability,mean_seats,median_seats,p10_seats,p90_seats,margin,p10_margin,p90_margin
2018-11-04,US,D,deluxe,0.8223,229.93,229.0,213.0,248.0,8.62,5.15,12.04
2018-11-04,US,R,deluxe,0.1777,205.07,206.0,187.0,222.0,-8.62,-5.15,-12.04
2018-11-05,US,D,deluxe,0.8551,231.16,230.0,215.0,248.0,8.73,5.35,12.09
2018-11-05,US,R,deluxe,0.1449,203.84,205.0,187.0,220.0,-8.73,-5.35,-12.09
2018-11-06,US,D,deluxe,0.8578,231.4,231.0,215.0,249.0,8.81,5.41,12.18
2018-11-06,US,R,deluxe,0.1422,203.6,204.0,186.0,220.0,-8.81,-5.41,-12.18
2018-08-01,US,D,lite,0.7115,231.06,229.0,205.0,260.0,7.92,3.49,12.54
2018-08-01,US,R,lite,0.2885,203.94,206.0,175.0,230.0,-7.92,-3.49,-12.54
2018-08-02,US,D,lite,0.6746,228.94,226.0,204.0,258.0,7.49,3.09,12.2
2018-08-02,US,R,lite,0.3254,206.06,209.0,177.0,231.0,-7.49,-3.09,-12.2
2018-08-03,US,D,lite,0.6769,228.94,227.0,204.0,258.0,7.51,3.11,12.15
2018-08-03,US,R,lite,0.3231,206.06,208.0,177.0,231.0,-7.51,-3.11,-12.15
2018-08-04,US,D,lite,0.6778,229.0,227.0,204.0,258.0,7.49,3.1,12.16
2018-08-04,US,R,lite,0.3222,206.0,208.0,177.0,231.0,-7.49,-3.1,-12.16
2018-08-05,US,D,lite,0.6561,227.73,225.0,203.0,256.0,7.36,2.93,12.04
2018-08-05,US,R,lite,0.3439,207.27,210.0,179.0,232.0,-7.36,-2.93,-12.04
2018-08-06,US,D,lite,0.6656,227.78,225.0,204.0,255.0,7.4,3.01,12.01
2018-08-06,US,R,lite,0.3344,207.22,210.0,180.0,231.0,-7.4,-3.01,-12.01
2018-08-07,US,D,lite,0.6408,226.51,224.0,203.0,253.0,7.16,2.76,11.79
2018-08-07,US,R,lite,0.3592,208.49,211.0,182.0,232.0,-7.16,-2.76,-11.79
2018-08-08,US,D,lite,0.6274,225.81,224.0,202.0,252.0,6.98,2.6,11.61
2018-08-08,US,R,lite,0.3726,209.19,211.0,183.0,233.0,-6.98,-2.6,-11.61
2018-08-09,US,D,lite,0.6536,227.15,225.0,203.0,254.0,7.26,2.88,11.87
2018-08-09,US,R,lite,0.3464,207.85,210.0,181.0,232.0,-7.26,-2.88,-11.87
2018-08-10,US,D,lite,0.6585,227.39,225.0,203.0,254.0,7.26,2.91,11.91
2018-08-10,US,R,lite,0.3415,207.61,210.0,181.0,232.0,-7.26,-2.91,-11.91
2018-08-11,US,D,lite,0.6577,227.22,225.0,204.0,254.0,7.26,2.92,11.87
2018-08-11,US,R,lite,0.3423,207.78,210.0,181.0,231.0,-7.26,-2.92,-11.87
2018-08-12,US,D,lite,0.6747,228.26,226.0,204.0,255.0,7.48,3.15,12.09
2018-08-12,US,R,lite,0.3253,206.74,209.0,180.0,231.0,-7.48,-3.15,-12.09
2018-08-13,US,D,lite,0.686,228.88,227.0,205.0,256.0,7.65,3.33,12.22
2018-08-13,US,R,lite,0.314,206.12,208.0,179.0,230.0,-7.65,-3.33,-12.22
2018-08-14,US,D,lite,0.6824,228.62,226.0,205.0,256.0,7.61,3.27,12.17
2018-08-14,US,R,lite,0.3176,206.38,209.0,179.0,230.0,-7.61,-3.27,-12.17
2018-08-15,US,D,lite,0.6854,228.66,226.0,205.0,256.0,7.61,3.28,12.17
2018-08-15,US,R,lite,0.3146,206.34,209.0,179.0,230.0,-7.61,-3.28,-12.17
2018-08-16,US,D,lite,0.6793,228.45,226.0,205.0,256.0,7.61,3.34,12.15
2018-08-16,US,R,lite,0.3207,206.55,209.0,179.0,230.0,-7.61,-3.34,-12.15
2018-08-17,US,D,lite,0.6868,228.7,227.0,204.0,256.0,7.47,3.17,12.01
2018-08-17,US,R,lite,0.3132,206.3,208.0,179.0,231.0,-7.47,-3.17,-12.01
2018-08-18,US,D,lite,0.6823,228.64,226.0,204.0,256.0,7.47,3.19,12.04
2018-08-18,US,R,lite,0.3177,206.36,209.0,179.0,231.0,-7.47,-3.19,-12.04
2018-08-19,US,D,lite,0.6863,228.67,227.0,204.0,256.0,7.47,3.16,12.01
2018-08-19,US,R,lite,0.3137,206.33,208.0,179.0,231.0,-7.47,-3.16,-12.01
2018-08-20,US,D,lite,0.5939,223.49,222.0,202.0,248.0,7.0,2.38,11.6
2018-08-20,US,R,lite,0.4061,211.51,213.0,187.0,233.0,-7.0,-2.38,-11.6
2018-08-21,US,D,lite,0.6049,223.62,222.0,203.0,246.0,7.11,2.51,11.7
2018-08-21,US,R,lite,0.3951,211.38,213.0,189.0,232.0,-7.11,-2.51,-11.7
2018-08-22,US,D,lite,0.5876,222.78,221.0,203.0,245.0,6.86,2.28,11.41
2018-08-22,US,R,lite,0.4124,212.22,214.0,190.0,232.0,-6.86,-2.28,-11.41
2018-08-23,US,D,lite,0.5943,223.11,221.0,203.0,246.0,7.01,2.38,11.58
2018-08-23,US,R,lite,0.4057,211.89,214.0,189.0,232.0,-7.01,-2.38,-11.58
2018-08-24,US,D,lite,0.5985,223.3,222.0,203.0,246.0,7.05,2.48,11.59
2018-08-24,US,R,lite,0.4015,211.7,213.0,189.0,232.0,-7.05,-2.48,-11.59
2018-08-25,US,D,lite,0.6015,223.33,222.0,203.0,246.0,7.04,2.43,11.63
2018-08-25,US,R,lite,0.3985,211.67,213.0,189.0,232.0,-7.04,-2.43,-11.63
2018-08-26,US,D,lite,0.5991,223.26,221.0,203.0,246.0,7.08,2.53,11.58
2018-08-26,US,R,lite,0.4009,211.74,214.0,189.0,232.0,-7.08,-2.53,-11.58
2018-08-27,US,D,lite,0.573,222.21,220.0,203.0,244.0,6.93,2.38,11.47
2018-08-27,US,R,lite,0.427,212.79,215.0,191.0,232.0,-6.93,-2.38,-11.47
2018-08-28,US,D,lite,0.6012,223.4,221.0,204.0,246.0,7.3,2.77,11.84
2018-08-28,US,R,lite,0.3988,211.6,214.0,189.0,231.0,-7.3,-2.77,-11.84
2018-08-29,US,D,lite,0.585,222.66,221.0,203.0,245.0,7.07,2.54,11.56
2018-08-29,US,R,lite,0.415,212.34,214.0,190.0,232.0,-7.07,-2.54,-11.56
2018-08-30,US,D,lite,0.5784,222.49,221.0,203.0,245.0,7.05,2.47,11.58
2018-08-30,US,R,lite,0.4216,212.51,214.0,190.0,232.0,-7.05,-2.47,-11.58
2018-08-31,US,D,lite,0.6102,223.97,222.0,203.0,247.0,7.09,2.59,11.56
2018-08-31,US,R,lite,0.3898,211.03,213.0,188.0,232.0,-7.09,-2.59,-11.56
2018-09-01,US,D,lite,0.6099,223.97,222.0,203.0,247.0,7.09,2.63,11.61
2018-09-01,US,R,lite,0.3901,211.03,213.0,188.0,232.0,-7.09,-2.63,-11.61
2018-09-02,US,D,lite,0.6088,223.92,222.0,203.0,247.0,7.02,2.53,11.5
2018-09-02,US,R,lite,0.3912,211.08,213.0,188.0,232.0,-7.02,-2.53,-11.5
2018-09-03,US,D,lite,0.6558,226.0,224.0,205.0,250.0,7.54,3.02,12.03
2018-09-03,US,R,lite,0.3442,209.0,211.0,185.0,230.0,-7.54,-3.02,-12.03
2018-09-04,US,D,lite,0.6753,227.07,225.0,205.0,251.0,7.82,3.34,12.28
2018-09-04,US,R,lite,0.3247,207.93,210.0,184.0,230.0,-7.82,-3.34,-12.28
2018-09-05,US,D,lite,0.6487,225.7,224.0,204.0,250.0,7.45,3.03,11.89
2018-09-05,US,R,lite,0.3513,209.3,211.0,185.0,231.0,-7.45,-3.03,-11.89
2018-09-06,US,D,lite,0.6637,226.63,225.0,205.0,251.0,7.61,3.2,12.05
2018-09-06,US,R,lite,0.3363,208.37,210.0,184.0,230.0,-7.61,-3.2,-12.05
2018-09-07,US,D,lite,0.627,224.57,223.0,204.0,248.0,7.36,2.86,11.82
2018-09-07,US,R,lite,0.373,210.43,212.0,187.0,231.0,-7.36,-2.86,-11.82
2018-09-08,US,D,lite,0.6532,225.82,224.0,205.0,249.0,7.63,3.2,12.08
2018-09-08,US,R,lite,0.3468,209.18,211.0,186.0,230.0,-7.63,-3.2,-12.08
2018-09-09,US,D,lite,0.6548,225.7,224.0,205.0,249.0,7.66,3.18,12.09
2018-09-09,US,R,lite,0.3452,209.3,211.0,186.0,230.0,-7.66,-3.18,-12.09
2018-09-10,US,D,lite,0.6706,226.46,225.0,205.0,250.0,7.8,3.31,12.21
2018-09-10,US,R,lite,0.3294,208.54,210.0,185.0,230.0,-7.8,-3.31,-12.21
2018-09-11,US,D,lite,0.669,226.19,224.0,206.0,249.0,8.17,3.7,12.56
2018-09-11,US,R,lite,0.331,208.81,211.0,186.0,229.0,-8.17,-3.7,-12.56
2018-09-12,US,D,lite,0.7337,229.15,227.0,209.0,252.0,9.58,5.22,13.91
2018-09-12,US,R,lite,0.2663,205.85,208.0,183.0,226.0,-9.58,-5.22,-13.91
2018-09-13,US,D,lite,0.7322,229.05,227.0,209.0,252.0,9.58,5.23,13.98
2018-09-13,US,R,lite,0.2678,205.95,208.0,183.0,226.0,-9.58,-5.23,-13.98
2018-09-14,US,D,lite,0.7395,229.45,228.0,209.0,253.0,9.62,5.28,13.99
2018-09-14,US,R,lite,0.2605,205.55,207.0,182.0,226.0,-9.62,-5.28,-13.99
2018-09-15,US,D,lite,0.7401,229.51,228.0,209.0,253.0,9.64,5.24,13.98
2018-09-15,US,R,lite,0.2599,205.49,207.0,182.0,226.0,-9.64,-5.24,-13.98
2018-09-16,US,D,lite,0.7456,229.72,228.0,209.0,253.0,9.71,5.38,14.05
2018-09-16,US,R,lite,0.2544,205.28,207.0,182.0,226.0,-9.71,-5.38,-14.05
2018-09-17,US,D,lite,0.7525,230.16,228.0,209.0,254.0,9.55,5.17,13.86
2018-09-17,US,R,lite,0.2475,204.84,207.0,181.0,226.0,-9.55,-5.17,-13.86
2018-09-18,US,D,lite,0.7341,229.37,227.0,209.0,253.0,9.39,5.09,13.65
2018-09-18,US,R,lite,0.2659,205.63,208.0,182.0,226.0,-9.39,-5.09,-13.65
2018-09-19,US,D,lite,0.7427,229.88,228.0,209.0,254.0,9.41,5.06,13.72
2018-09-19,US,R,lite,0.2573,205.12,207.0,181.0,226.0,-9.41,-5.06,-13.72
2018-09-20,US,D,lite,0.7627,231.09,229.0,210.0,255.0,9.67,5.32,13.95
2018-09-20,US,R,lite,0.2373,203.91,206.0,180.0,225.0,-9.67,-5.32,-13.95
2018-09-21,US,D,lite,0.7804,232.5,230.0,210.0,258.0,9.69,5.35,13.98
2018-09-21,US,R,lite,0.2196,202.5,205.0,177.0,225.0,-9.69,-5.35,-13.98
2018-09-22,US,D,lite,0.7817,232.58,230.0,210.0,258.0,9.72,5.4,14.03
2018-09-22,US,R,lite,0.2183,202.42,205.0,177.0,225.0,-9.72,-5.4,-14.03
2018-09-23,US,D,lite,0.7793,232.29,230.0,210.0,257.0,9.63,5.33,13.88
2018-09-23,US,R,lite,0.2207,202.71,205.0,178.0,225.0,-9.63,-5.33,-13.88
2018-09-24,US,D,lite,0.7814,232.1,230.0,210.0,257.0,9.62,5.3,13.88
2018-09-24,US,R,lite,0.2186,202.9,205.0,178.0,225.0,-9.62,-5.3,-13.88
2018-09-25,US,D,lite,0.7788,231.53,230.0,211.0,255.0,9.63,5.37,13.89
2018-09-25,US,R,lite,0.2212,203.47,205.0,180.0,224.0,-9.63,-5.37,-13.89
2018-09-26,US,D,lite,0.78,231.64,230.0,211.0,255.0,9.82,5.58,14.06
2018-09-26,US,R,lite,0.22,203.36,205.0,180.0,224.0,-9.82,-5.58,-14.06
2018-09-27,US,D,lite,0.7746,231.28,229.0,210.0,255.0,9.9,5.62,14.12
2018-09-27,US,R,lite,0.2254,203.72,206.0,180.0,225.0,-9.9,-5.62,-14.12
2018-09-28,US,D,lite,0.7772,231.34,229.0,211.0,255.0,9.96,5.73,14.17
2018-09-28,US,R,lite,0.2228,203.66,206.0,180.0,224.0,-9.96,-5.73,-14.17
2018-09-29,US,D,lite,0.7834,231.44,230.0,211.0,254.0,9.98,5.76,14.18
2018-09-29,US,R,lite,0.2166,203.56,205.0,181.0,224.0,-9.98,-5.76,-14.18
2018-09-30,US,D,lite,0.7892,231.49,230.0,211.0,255.0,10.05,5.8,14.28
2018-09-30,US,R,lite,0.2108,203.51,205.0,180.0,224.0,-10.05,-5.8,-14.28
2018-10-01,US,D,lite,0.7289,228.14,226.0,209.0,250.0,9.52,5.27,13.71
2018-10-01,US,R,lite,0.2711,206.86,209.0,185.0,226.0,-9.52,-5.27,-13.71
2018-10-02,US,D,lite,0.7381,228.63,227.0,209.0,250.0,9.6,5.42,13.81
2018-10-02,US,R,lite,0.2619,206.37,208.0,185.0,226.0,-9.6,-5.42,-13.81
2018-10-03,US,D,lite,0.7152,227.64,226.0,208.0,249.0,9.23,5.01,13.36
2018-10-03,US,R,lite,0.2848,207.36,209.0,186.0,227.0,-9.23,-5.01,-13.36
2018-10-04,US,D,lite,0.713,227.44,226.0,208.0,249.0,9.06,4.89,13.22
2018-10-04,US,R,lite,0.287,207.56,209.0,186.0,227.0,-9.06,-4.89,-13.22
2018-10-05,US,D,lite,0.7173,227.65,226.0,208.0,249.0,9.09,4.94,13.23
2018-10-05,US,R,lite,0.2827,207.35,209.0,186.0,227.0,-9.09,-4.94,-13.23
2018-10-06,US,D,lite,0.7144,227.58,226.0,208.0,249.0,9.08,4.93,13.24
2018-10-06,US,R,lite,0.2856,207.42,209.0,186.0,227.0,-9.08,-4.93,-13.24
2018-10-07,US,D,lite,0.7129,227.47,226.0,208.0,249.0,9.04,4.89,13.18
2018-10-07,US,R,lite,0.2871,207.53,209.0,186.0,227.0,-9.04,-4.89,-13.18
2018-10-08,US,D,lite,0.7197,227.78,226.0,208.0,249.0,9.09,4.99,13.25
2018-10-08,US,R,lite,0.2803,207.22,209.0,186.0,227.0,-9.09,-4.99,-13.25
2018-10-09,US,D,lite,0.7721,230.33,229.0,210.5,252.0,9.55,5.46,13.66
2018-10-09,US,R,lite,0.2279,204.67,206.0,183.0,224.5,-9.55,-5.46,-13.66
2018-10-10,US,D,lite,0.7638,229.94,228.0,210.0,252.0,9.44,5.33,13.52
2018-10-10,US,R,lite,0.2362,205.06,207.0,183.0,225.0,-9.44,-5.33,-13.52
2018-10-11,US,D,lite,0.7615,230.27,228.0,210.0,253.0,9.48,5.37,13.61
2018-10-11,US,R,lite,0.2385,204.73,207.0,182.0,225.0,-9.48,-5.37,-13.61
2018-10-12,US,D,lite,0.7639,230.39,229.0,210.0,253.0,9.54,5.4,13.63
2018-10-12,US,R,lite,0.2361,204.61,206.0,182.0,225.0,-9.54,-5.4,-13.63
2018-10-13,US,D,lite,0.7568,230.0,228.0,210.0,253.0,9.51,5.37,13.61
2018-10-13,US,R,lite,0.2432,205.0,207.0,182.0,225.0,-9.51,-5.37,-13.61
2018-10-14,US,D,lite,0.7877,231.51,230.0,211.0,255.0,9.88,5.74,13.9
2018-10-14,US,R,lite,0.2123,203.49,205.0,180.0,224.0,-9.88,-5.74,-13.9
2018-10-15,US,D,lite,0.7689,231.2,229.0,210.0,255.0,9.62,5.52,13.68
2018-10-15,US,R,lite,0.2311,203.8,206.0,180.0,225.0,-9.62,-5.52,-13.68
2018-10-16,US,D,lite,0.7722,231.39,230.0,210.0,255.0,9.67,5.55,13.73
2018-10-16,US,R,lite,0.2278,203.61,205.0,180.0,225.0,-9.67,-5.55,-13.73
2018-10-17,US,D,lite,0.7711,231.24,229.0,210.0,255.0,9.81,5.72,13.9
2018-10-17,US,R,lite,0.2289,203.76,206.0,180.0,225.0,-9.81,-5.72,-13.9
2018-10-18,US,D,lite,0.7729,231.22,229.0,210.0,255.0,9.79,5.69,13.83
2018-10-18,US,R,lite,0.2271,203.78,206.0,180.0,225.0,-9.79,-5.69,-13.83
2018-10-19,US,D,lite,0.7693,231.29,230.0,210.0,255.0,9.73,5.67,13.84
2018-10-19,US,R,lite,0.2307,203.71,205.0,180.0,225.0,-9.73,-5.67,-13.84
2018-10-20,US,D,lite,0.7695,230.96,229.0,210.0,254.0,9.8,5.72,13.89
2018-10-20,US,R,lite,0.2305,204.04,206.0,181.0,225.0,-9.8,-5.72,-13.89
2018-10-21,US,D,lite,0.7739,231.22,229.0,210.0,255.0,9.8,5.77,13.84
2018-10-21,US,R,lite,0.2261,203.78,206.0,180.0,225.0,-9.8,-5.77,-13.84
2018-10-22,US,D,lite,0.7932,232.22,230.0,211.0,256.0,10.13,6.09,14.24
2018-10-22,US,R,lite,0.2068,202.78,205.0,179.0,224.0,-10.13,-6.09,-14.24
2018-10-23,US,D,lite,0.7775,231.33,230.0,210.0,255.0,9.91,5.84,13.92
2018-10-23,US,R,lite,0.2225,203.67,205.0,180.0,225.0,-9.91,-5.84,-13.92
2018-10-24,US,D,lite,0.7665,230.84,229.0,210.0,254.0,9.77,5.69,13.81
2018-10-24,US,R,lite,0.2335,204.16,206.0,181.0,225.0,-9.77,-5.69,-13.81
2018-10-25,US,D,lite,0.7689,230.95,229.0,210.0,254.0,9.76,5.71,13.83
2018-10-25,US,R,lite,0.2311,204.05,206.0,181.0,225.0,-9.76,-5.71,-13.83
2018-10-26,US,D,lite,0.7712,230.88,229.0,210.0,254.0,9.75,5.74,13.76
2018-10-26,US,R,lite,0.2288,204.12,206.0,181.0,225.0,-9.75,-5.74,-13.76
2018-10-27,US,D,lite,0.7645,230.83,229.0,210.0,254.0,9.72,5.7,13.77
2018-10-27,US,R,lite,0.2355,204.17,206.0,181.0,225.0,-9.72,-5.7,-13.77
2018-10-28,US,D,lite,0.7699,230.86,229.0,210.0,254.0,9.68,5.68,13.69
2018-10-28,US,R,lite,0.2301,204.14,206.0,181.0,225.0,-9.68,-5.68,-13.69
2018-10-29,US,D,lite,0.7855,231.94,230.0,211.0,256.0,9.86,5.86,13.88
2018-10-29,US,R,lite,0.2145,203.06,205.0,179.0,224.0,-9.86,-5.86,-13.88
2018-10-30,US,D,lite,0.7889,232.21,230.0,211.0,256.0,9.9,5.93,13.88
2018-10-30,US,R,lite,0.2111,202.79,205.0,179.0,224.0,-9.9,-5.93,-13.88
2018-10-31,US,D,lite,0.7704,231.38,229.0,210.0,255.0,9.84,5.85,13.84
2018-10-31,US,R,lite,0.2296,203.62,206.0,180.0,225.0,-9.84,-5.85,-13.84
2018-11-01,US,D,lite,0.7702,231.4,230.0,210.0,256.0,9.92,5.96,13.89
2018-11-01,US,R,lite,0.2298,203.6,205.0,179.0,225.0,-9.92,-5.96,-13.89
2018-11-02,US,D,lite,0.7711,231.46,230.0,210.0,255.0,9.97,6.0,13.9
2018-11-02,US,R,lite,0.2289,203.54,205.0,180.0,225.0,-9.97,-6.0,-13.9
2018-11-03,US,D,lite,0.7845,232.0,230.0,210.0,256.0,10.03,6.07,13.94
2018-11-03,US,R,lite,0.2155,203.0,205.0,179.0,225.0,-10.03,-6.07,-13.94
2018-11-04,US,D,lite,0.7816,231.63,230.0,211.0,255.0,9.93,5.95,13.83
2018-11-04,US,R,lite,0.2184,203.37,205.0,180.0,224.0,-9.93,-5.95,-13.83
2018-11-05,US,D,lite,0.8047,232.68,231.0,212.0,256.0,10.15,6.24,14.04
2018-11-05,US,R,lite,0.1953,202.32,204.0,179.0,223.0,-10.15,-6.24,-14.04
2018-11-06,US,D,lite,0.8046,232.85,231.0,212.0,256.0,10.21,6.27,14.1
2018-11-06,US,R,lite,0.1954,202.15,204.0,179.0,223.0,-10.21,-6.27,-14.1
